Date,Customer_ID,Location,Customer_Type,Product,Quantity_Sold_kg,Price_per_kg_KES,Sugarcane_Input_kg,Labor_Cost_KES,Transport_Cost_KES,Sugarcane_Cost_KES,Revenue_KES,Jaggery_Output_kg,Beginning_Inventory_kg,Ending_Inventory_kg
2025-04-02,2db5f141,Migori,Individual,Jaggery Paste,35,94,171,917,397,776,3290,51.57261687764443,78.15185604781882,43.151856047818825
2025-04-02,9a2858a9,Migori,Individual,Jaggery Paste,84,103,197,352,201,1411,8652,109.8865696456737,151.3483158820756,67.34831588207561
2025-04-02,f24c8803,Kisii,Individual,Jaggery Paste,22,147,55,745,386,640,3234,31.940957797833903,58.96349242656797,36.96349242656797
2025-04-02,7b42aee0,Kisumu,Wholesale,Jaggery Blocks,37,98,189,655,125,1588,3626,81.27739177486811,123.74991605269925,86.74991605269925
2025-04-02,afc388a1,Migori,Individual,Jaggery Paste,79,82,179,443,339,1118,6478,65.74267517522114,104.23020292218571,25.23020292218571
2025-04-02,1baff8c4,Kisumu,Wholesale,Jaggery Blocks,89,96,115,918,157,1861,8544,65.95960072715276,78.86148124661884,0.0
2025-04-02,a1094b62,Siaya,Retail,Jaggery Paste,45,140,52,346,239,1576,6300,20.737162880687748,49.438916868438376,4.438916868438376
2025-04-03,7f717a44,Homa Bay,Wholesale,Liquid Jaggery,36,96,121,662,227,1975,3456,68.22211085700359,97.83098984315322,61.83098984315322
2025-04-03,fed614d6,Kisumu,Retail,Jaggery Blocks,84,123,130,594,453,1464,10332,61.862118481429846,79.04212890120387,0.0
2025-04-03,aba5fc08,Migori,Individual,Liquid Jaggery,99,144,173,643,356,1331,14256,87.378446869015,113.90658209288935,14.906582092889352
2025-04-03,cdb26441,Kisii,Retail,Jaggery Blocks,85,86,122,628,334,575,7310,40.664916900108565,60.93569752162509,0.0
2025-04-03,8d6db777,Kisumu,Wholesale,Jaggery Paste,93,107,58,510,122,864,9951,22.89848217787525,52.98947676169074,0.0
2025-04-03,72b7879b,Migori,Wholesale,Jaggery Paste,17,105,108,589,396,1314,1785,43.67607360731451,74.2047032784966,57.204703278496595
2025-04-03,d371d88b,Kisumu,Wholesale,Liquid Jaggery,17,98,75,685,224,580,1666,37.907396061281965,58.53177436793856,41.53177436793856
2025-04-03,13c48458,Migori,Individual,Jaggery Paste,21,110,59,624,314,1726,2310,19.569091609662696,55.203257066286696,34.203257066286696
2025-04-04,95db7be0,Migori,Individual,Jaggery Paste,28,105,52,990,286,802,2940,29.850771082567363,44.43101894132662,16.43101894132662
2025-04-04,0934e714,Homa Bay,Wholesale,Liquid Jaggery,65,124,108,448,346,1428,8060,53.13458687771208,91.64545861838826,26.64545861838826
2025-04-04,cffc03f4,Kisii,Individual,Liquid Jaggery,93,110,118,942,340,780,10230,36.51934935360622,75.87516418958995,0.0
2025-04-04,e2142ddb,Siaya,Wholesale,Jaggery Paste,49,126,124,592,365,937,6174,50.2144287825798,68.20184582930696,19.20184582930696
2025-04-04,0e3dac87,Siaya,Retail,Liquid Jaggery,66,91,85,437,321,1925,6006,44.284622818232094,91.85503197469305,25.85503197469305
2025-04-04,5890e061,Migori,Retail,Jaggery Blocks,96,100,92,399,314,1830,9600,44.067757819119684,85.52063006456277,0.0
2025-04-04,abcb184f,Homa Bay,Wholesale,Liquid Jaggery,45,83,134,681,451,1488,3735,57.505842053946694,107.28687198926804,62.286871989268036
2025-04-05,549ab382,Kisii,Individual,Liquid Jaggery,73,110,155,800,215,824,8030,61.52280468086743,99.60069268565971,26.60069268565971
2025-04-05,c8093148,Homa Bay,Individual,Liquid Jaggery,59,138,94,989,396,1040,8142,45.89567354848981,76.15046305457817,17.150463054578168
2025-04-05,15e2e6f8,Kisumu,Individual,Jaggery Blocks,87,132,195,428,260,724,11484,65.14352564718595,75.22080221884616,0.0
2025-04-05,85c634a0,Siaya,Individual,Jaggery Paste,51,77,197,625,255,980,3927,64.89521885004125,90.74463983153339,39.74463983153339
2025-04-05,72b6d45d,Siaya,Individual,Jaggery Blocks,24,78,163,656,267,1687,1872,49.3239184934269,65.45576491404239,41.45576491404239
2025-04-05,3f8cc762,Migori,Wholesale,Liquid Jaggery,57,108,128,575,453,1896,6156,65.18962109874144,93.77011111890454,36.77011111890454
2025-04-05,daa5ddf2,Kisii,Retail,Liquid Jaggery,25,124,73,517,409,792,3100,34.92683643413634,51.30244706409319,26.302447064093187
2025-04-05,0a09e96d,Siaya,Retail,Liquid Jaggery,52,104,160,699,376,1474,5408,92.68311092982862,107.72532818425675,55.72532818425675
2025-04-05,3f7987a5,Migori,Retail,Jaggery Paste,79,79,57,780,221,634,6241,23.124370259842593,72.98239046384616,0.0
2025-04-06,2c14927b,Migori,Wholesale,Jaggery Blocks,30,131,89,738,478,1850,3930,49.03145909135372,85.77100393068989,55.771003930689886
2025-04-06,7781db0f,Kisumu,Individual,Jaggery Blocks,46,89,75,539,342,603,4094,41.02354469508237,60.1372722181424,14.1372722181424
2025-04-06,fd68de71,Siaya,Wholesale,Jaggery Blocks,86,142,88,957,418,1416,12212,44.154591471886874,93.24935390299231,7.249353902992311
2025-04-06,5dced9b4,Kisii,Retail,Liquid Jaggery,98,81,102,312,480,948,7938,40.17047825910757,66.25572446026263,0.0
2025-04-06,5bc407d2,Migori,Wholesale,Jaggery Paste,23,92,87,974,430,1492,2116,27.740580423029144,55.46778342881552,32.46778342881552
2025-04-06,74d2cf55,Kisii,Retail,Jaggery Blocks,12,106,139,457,190,1742,1272,53.48019690009422,96.92336790676775,84.92336790676775
2025-04-06,d97186ba,Migori,Wholesale,Jaggery Blocks,77,81,133,971,125,1343,6237,72.29439677837584,110.39109790439042,33.39109790439042
2025-04-06,556f511a,Migori,Individual,Liquid Jaggery,98,87,163,963,435,1415,8526,51.47979846528924,100.8655732402239,2.8655732402238954
2025-04-07,fc4a09ac,Migori,Individual,Liquid Jaggery,53,145,142,914,309,1891,7685,62.178940814588316,83.16644057408499,30.166440574084987
2025-04-07,1608a9e3,Homa Bay,Retail,Jaggery Paste,87,148,123,495,182,1216,12876,49.408877498962056,98.26824610065448,11.26824610065448
2025-04-07,850ec761,Homa Bay,Individual,Jaggery Blocks,32,108,181,337,136,1421,3456,77.53576767719673,119.52290422334079,87.52290422334079
2025-04-07,7874353e,Migori,Individual,Liquid Jaggery,26,141,155,924,297,1904,3666,64.42208113743935,97.41686094376217,71.41686094376217
2025-04-07,c469aa1b,Migori,Wholesale,Jaggery Blocks,97,75,140,658,135,715,7275,51.40035961437001,68.64813799313731,0.0
2025-04-08,6744be99,Migori,Wholesale,Jaggery Paste,33,122,192,319,371,1143,4026,112.57326155712812,130.1079908398109,97.1079908398109
2025-04-08,7339f49e,Kisumu,Wholesale,Jaggery Paste,72,82,113,530,210,1078,5904,36.58441926878241,47.01209887332247,0.0
2025-04-08,6b97f4a1,Siaya,Individual,Jaggery Paste,29,134,187,572,198,1752,3886,74.5047092996454,85.0970637449504,56.097063744950404
2025-04-08,52ec8761,Homa Bay,Retail,Liquid Jaggery,34,119,182,704,249,1256,4046,74.0636262282892,92.76153158859721,58.76153158859721
2025-04-09,e99bd288,Migori,Retail,Liquid Jaggery,59,121,78,413,378,1275,7139,31.780587879981848,73.44839184805171,14.448391848051713
2025-04-09,0f0cd9f9,Migori,Retail,Jaggery Paste,24,147,100,826,140,741,3528,56.869587587495296,99.60219605366616,75.60219605366616
2025-04-09,d35e82c6,Migori,Individual,Liquid Jaggery,87,86,167,496,132,841,7482,74.60561498896695,104.23151496259602,17.231514962596023
2025-04-09,c300de9d,Migori,Individual,Jaggery Blocks,47,132,97,912,437,1590,6204,51.15008688501675,94.28786842719217,47.287868427192166
2025-04-09,a6987cd7,Migori,Retail,Jaggery Paste,52,136,77,686,231,1712,7072,29.159243914980554,62.558953259213425,10.558953259213425
2025-04-09,fdad9102,Homa Bay,Individual,Liquid Jaggery,45,122,192,517,164,1591,5490,63.98900529838886,108.99739747630989,63.997397476309885
2025-04-09,b3c4cd14,Homa Bay,Wholesale,Jaggery Blocks,64,109,171,702,142,1946,6976,75.93047554842893,124.22302007608384,60.22302007608384
2025-04-09,d5534b80,Migori,Wholesale,Liquid Jaggery,15,109,120,973,481,1496,1635,67.0669569839572,86.87914566632045,71.87914566632045
2025-04-09,c377a674,Migori,Retail,Jaggery Paste,87,118,66,775,441,1995,10266,26.076619200739216,43.290857932005295,0.0
2025-04-09,486e7ae6,Kisii,Wholesale,Jaggery Paste,40,89,199,579,352,1391,3560,76.25760167496037,112.41485607564518,72.41485607564518
2025-04-09,692cca10,Migori,Individual,Jaggery Blocks,47,149,149,402,370,1623,7003,70.6998145704834,100.75771136415031,53.75771136415031
2025-04-09,38ec8845,Migori,Wholesale,Jaggery Blocks,61,110,117,631,134,694,6710,65.82553134278588,113.37593642933624,52.375936429336235
2025-04-09,65fb60aa,Migori,Individual,Liquid Jaggery,91,128,76,592,181,568,11648,30.471314506760436,44.98564110450832,0.0
2025-04-10,229e831f,Kisii,Individual,Jaggery Paste,75,120,105,956,341,1887,9000,40.55793387725914,81.28620458955876,6.286204589558764
2025-04-10,8f3a7d5b,Migori,Retail,Jaggery Paste,26,121,121,528,460,1710,3146,37.65591159261064,55.89785400112624,29.89785400112624
2025-04-10,63fc4f0f,Migori,Wholesale,Liquid Jaggery,68,75,76,450,295,1396,5100,31.496269838260528,61.21699817752065,0.0
2025-04-10,41fb2b4a,Homa Bay,Wholesale,Jaggery Blocks,35,128,189,653,269,1239,4480,73.22715055897181,109.81915231365521,74.81915231365521
2025-04-10,9ce94d6d,Migori,Retail,Jaggery Paste,74,144,93,978,299,1227,10656,50.8946219895475,100.02764104734939,26.02764104734939
2025-04-10,e3be5f45,Migori,Wholesale,Jaggery Paste,20,79,66,670,374,1684,1580,26.553667468430554,56.50858031458579,36.50858031458579
2025-04-11,69a37fe8,Migori,Retail,Jaggery Paste,82,106,81,398,481,1292,8692,42.40701887881603,87.30997965072181,5.309979650721814
2025-04-11,7700f9bd,Migori,Wholesale,Jaggery Blocks,95,72,124,622,114,1552,6840,70.62853532309711,109.04552397856831,14.045523978568312
2025-04-11,19d16736,Migori,Wholesale,Jaggery Blocks,54,92,103,679,454,1309,4968,60.806946650943274,103.16825463123655,49.16825463123655
2025-04-11,173a3435,Migori,Wholesale,Jaggery Blocks,80,87,136,800,202,1091,6960,68.8122311166512,117.30623645418231,37.30623645418231
2025-04-11,0448df40,Migori,Wholesale,Jaggery Paste,60,71,156,991,378,543,4260,85.74203364868977,118.75036537120181,58.75036537120181
2025-04-11,85dccc53,Migori,Individual,Jaggery Paste,53,116,107,807,229,1289,6148,35.41843403118291,75.71452196442401,22.71452196442401
2025-04-11,957b29aa,Kisumu,Wholesale,Jaggery Blocks,98,74,148,698,125,1638,7252,71.39339517695598,109.20436049473265,11.204360494732654
2025-04-11,2e61289d,Migori,Retail,Jaggery Blocks,74,139,112,368,210,1562,10286,39.37495640531869,87.2763104346565,13.276310434656494
2025-04-11,57eb54f7,Homa Bay,Individual,Liquid Jaggery,98,113,176,722,152,1057,11074,99.94853044201489,127.59317700594823,29.593177005948235
2025-04-11,03152c84,Kisii,Wholesale,Liquid Jaggery,82,117,120,897,155,1807,9594,55.67115644496369,74.36012041100695,0.0
2025-04-12,5ea13951,Migori,Retail,Liquid Jaggery,84,138,93,601,442,1648,11592,38.82774914334181,55.72336787677044,0.0
2025-04-12,42c093ba,Kisii,Wholesale,Jaggery Blocks,26,148,60,675,158,668,3848,25.551246768075305,35.86260557883399,9.862605578833993
2025-04-13,1f8bd0e2,Siaya,Retail,Liquid Jaggery,71,123,161,805,229,1999,8733,58.410243715070926,82.99584335562224,11.995843355622242
2025-04-13,b4acad5d,Kisumu,Wholesale,Jaggery Paste,88,115,198,981,392,773,10120,65.0453902947062,89.32138578169639,1.3213857816963923
2025-04-13,3f04ec8a,Kisumu,Individual,Jaggery Blocks,92,117,106,473,302,548,10764,33.69146918684678,45.35144136227524,0.0
2025-04-13,d31d2add,Kisii,Individual,Jaggery Blocks,60,80,86,627,474,1903,4800,26.768849857549178,62.88855911921788,2.8885591192178808
2025-04-13,5d4bd734,Kisii,Individual,Liquid Jaggery,93,117,99,352,477,832,10881,43.83781499433955,71.22410771638292,0.0
2025-04-13,5ca8089e,Homa Bay,Retail,Jaggery Blocks,88,149,53,306,475,1268,13112,26.773104187261247,46.72575680079013,0.0
2025-04-14,d1347f99,Migori,Individual,Liquid Jaggery,53,140,175,956,372,1633,7420,55.71818670858424,67.45643656063106,14.456436560631062
2025-04-14,53504fe0,Migori,Wholesale,Liquid Jaggery,86,125,180,384,209,1016,10750,54.07319832288924,100.45163024484009,14.45163024484009
2025-04-14,7e07e52d,Kisumu,Wholesale,Liquid Jaggery,26,77,150,905,119,1845,2002,75.56212555846005,102.68666834834971,76.68666834834971
2025-04-14,6b432571,Migori,Individual,Liquid Jaggery,68,89,182,826,361,881,6052,81.00505176864098,104.10267428680365,36.10267428680365
2025-04-14,ee294d0d,Migori,Wholesale,Jaggery Blocks,55,137,74,900,297,1997,7535,40.74953852828142,73.13253220651636,18.13253220651636
2025-04-14,91d70cd4,Migori,Wholesale,Liquid Jaggery,73,99,189,951,329,1129,7227,108.57243759570707,125.30167132385439,52.30167132385439
2025-04-14,2df8d7bf,Migori,Wholesale,Jaggery Paste,86,100,123,472,228,1401,8600,58.639870325830785,89.98072756507014,3.98072756507014
2025-04-14,fd2b1b93,Migori,Retail,Jaggery Blocks,89,81,192,888,424,1098,7209,71.51630181350629,112.89652590535498,23.896525905354977
2025-04-14,728d5b10,Kisii,Individual,Jaggery Paste,67,125,105,823,479,683,8375,60.686255093655724,102.53369303101053,35.53369303101053
2025-04-14,c3aa09df,Kisii,Individual,Jaggery Blocks,73,116,155,908,187,1042,8468,67.19745986288672,83.09953373603472,10.099533736034715
2025-04-14,59e93931,Kisii,Individual,Liquid Jaggery,25,136,52,417,357,1549,3400,22.68595405138716,48.69881335087835,23.698813350878353
2025-04-14,4d854f1f,Kisii,Individual,Jaggery Paste,85,121,126,365,164,1590,10285,68.20271814971854,99.51118303127794,14.511183031277938
2025-04-14,e1cca3ba,Migori,Retail,Jaggery Paste,96,95,149,704,177,1489,9120,68.0304928936866,101.78052298997378,5.780522989973775
2025-04-14,738fc8f8,Homa Bay,Wholesale,Liquid Jaggery,23,95,195,935,246,797,2185,67.58758319683598,78.21702241177775,55.21702241177775
2025-04-15,15b26d56,Siaya,Wholesale,Jaggery Blocks,45,127,51,746,364,816,5715,20.674030633934922,34.93640985264564,0.0
2025-04-15,f9479681,Migori,Retail,Liquid Jaggery,83,112,67,997,119,622,9296,23.371799630609914,43.53890820283621,0.0
2025-04-15,60cc6941,Migori,Retail,Liquid Jaggery,26,106,173,513,195,916,2756,79.29320216870327,118.6941300958301,92.6941300958301
2025-04-15,d65d5ed7,Migori,Retail,Jaggery Blocks,17,104,130,765,365,1005,1768,63.81253431810444,85.13321295345523,68.13321295345523
2025-04-15,890a366a,Kisumu,Wholesale,Liquid Jaggery,44,124,72,947,268,588,5456,32.40499994479732,79.3099259099616,35.309925909961606
2025-04-15,b4b5554b,Migori,Retail,Liquid Jaggery,35,138,54,655,209,895,4830,17.98983477308265,40.175268064825715,5.175268064825715
2025-04-16,8b5dac1d,Kisumu,Wholesale,Jaggery Paste,98,110,120,840,449,1635,10780,59.37223606347468,101.79289552692956,3.7928955269295557
2025-04-16,d37d37df,Kisii,Individual,Liquid Jaggery,90,111,151,632,221,858,9990,58.01615133364611,95.51104601109144,5.511046011091437
2025-04-16,b521bcfd,Migori,Wholesale,Liquid Jaggery,93,102,96,345,288,1730,9486,49.4310091067737,67.64188673892576,0.0
2025-04-16,eeda5f89,Kisii,Individual,Liquid Jaggery,11,122,173,754,422,1304,1342,93.66527855618027,114.16159145901007,103.16159145901007
2025-04-17,df6de8b2,Kisumu,Wholesale,Jaggery Paste,82,148,69,966,276,949,12136,30.37189582926293,78.63473012734931,0.0
2025-04-17,3f1e495e,Siaya,Individual,Jaggery Blocks,38,95,186,305,429,743,3610,79.24003407507077,108.57249202296252,70.57249202296252
2025-04-17,cf4f6f68,Migori,Retail,Jaggery Blocks,90,88,180,325,285,1744,7920,88.20706243873173,98.44419105220685,8.444191052206847
2025-04-17,451ef461,Migori,Wholesale,Jaggery Blocks,77,133,139,802,369,1485,10241,61.673072412609756,86.60821479408335,9.608214794083352
2025-04-18,23bfcbfc,Migori,Individual,Liquid Jaggery,96,76,112,385,455,543,7296,40.661908063859826,60.85403870512765,0.0
2025-04-18,0106d73d,Siaya,Wholesale,Jaggery Paste,41,81,196,704,286,729,3321,79.87171709668031,104.18311413035096,63.18311413035096
2025-04-18,d91d01c0,Kisumu,Wholesale,Jaggery Paste,37,141,103,915,432,1017,5217,33.119070638305,61.37138710463193,24.37138710463193
2025-04-18,c98ef718,Kisii,Wholesale,Jaggery Blocks,93,123,164,918,135,590,11439,57.63279696637782,83.57543543037997,0.0
2025-04-18,8bf90150,Siaya,Individual,Jaggery Paste,29,96,79,640,382,1146,2784,33.84652381729548,58.65009502009431,29.650095020094312
2025-04-19,f9f68b59,Kisii,Retail,Jaggery Paste,96,78,127,732,486,1919,7488,39.42359199764617,56.57010421121029,0.0
2025-04-19,9f6cdb2e,Migori,Retail,Jaggery Blocks,25,79,174,617,192,669,1975,61.09317049079592,88.09298010759045,63.09298010759045
2025-04-19,975be82e,Migori,Individual,Jaggery Blocks,84,95,152,613,306,687,7980,69.48338744280996,90.47499801968195,6.474998019681948
2025-04-19,908175f3,Kisii,Wholesale,Jaggery Blocks,59,101,165,578,448,1265,5959,98.12833244861955,129.97032972393018,70.97032972393018
2025-04-19,0a56959d,Migori,Wholesale,Jaggery Paste,96,100,140,720,145,1418,9600,71.01584718227215,119.0186133932084,23.018613393208398
2025-04-19,b0be2cbf,Migori,Wholesale,Liquid Jaggery,41,85,107,452,352,1299,3485,53.13884386737165,91.89117326533824,50.89117326533824
2025-04-19,b2af78c1,Migori,Retail,Jaggery Paste,67,85,120,465,356,1992,5695,57.18909950457315,106.67581308978133,39.67581308978133
2025-04-19,caf560c9,Migori,Individual,Jaggery Blocks,44,146,64,708,390,665,6424,29.247215287468705,42.721731606916016,0.0
2025-04-19,acaf6dfc,Migori,Retail,Jaggery Paste,88,144,101,472,480,1788,12672,31.22050127262021,52.15365633925584,0.0
2025-04-20,df89a040,Kisumu,Wholesale,Jaggery Paste,28,128,116,961,201,1369,3584,36.91974549512914,58.078393271936896,30.078393271936896
2025-04-20,372d82c9,Siaya,Retail,Liquid Jaggery,73,138,143,476,275,1041,10074,50.47798598144314,84.64261098068113,11.642610980681127
2025-04-20,ea93f7a4,Kisii,Wholesale,Jaggery Blocks,17,112,144,468,335,1940,1904,80.78095709555012,99.19942700287861,82.19942700287861
2025-04-21,33eada82,Kisumu,Wholesale,Liquid Jaggery,29,121,117,784,188,1918,3509,43.48068287953946,68.140426045986,39.140426045986004
2025-04-21,fad9311b,Migori,Retail,Jaggery Blocks,18,134,122,743,445,1123,2412,40.70280547883777,78.66705369482568,60.66705369482568
2025-04-21,c791715b,Siaya,Wholesale,Liquid Jaggery,45,104,185,485,410,1788,4680,68.48729343740052,100.46687637787335,55.46687637787335
2025-04-21,7b3a3e49,Kisumu,Wholesale,Jaggery Blocks,26,88,183,872,456,1176,2288,59.645871849219574,100.24131825583143,74.24131825583143
2025-04-21,bd0adcf7,Kisumu,Individual,Jaggery Blocks,55,81,55,955,423,673,4455,26.300020245566184,56.82956312942456,1.8295631294245567
2025-04-21,83a29c10,Kisumu,Individual,Liquid Jaggery,48,139,174,691,483,969,6672,59.946568556580445,93.43373368200831,45.43373368200831
2025-04-21,eacd130d,Kisii,Wholesale,Jaggery Paste,69,119,69,351,149,1587,8211,34.918136420312635,70.6109224593424,1.6109224593424045
2025-04-21,ac956c58,Kisumu,Individual,Jaggery Paste,30,93,139,888,184,1156,2790,83.02412326801178,111.40345531001839,81.40345531001839
2025-04-21,a2ca440b,Kisumu,Individual,Liquid Jaggery,27,83,195,306,235,672,2241,79.43207686260266,111.01671088667614,84.01671088667614
2025-04-21,88f8e269,Kisumu,Retail,Liquid Jaggery,46,98,58,575,150,1888,4508,30.220408856945387,49.20683686114825,3.206836861148247
2025-04-21,112b9f6b,Migori,Wholesale,Liquid Jaggery,97,101,119,385,323,944,9797,67.98713128365519,91.01542468713515,0.0
2025-04-22,750770e0,Migori,Retail,Liquid Jaggery,41,95,132,806,419,1701,3895,47.39164759579756,82.76482188609273,41.76482188609273
2025-04-22,b5dd11c0,Homa Bay,Retail,Jaggery Blocks,58,127,137,774,409,586,7366,75.19938275889541,109.78502752107549,51.78502752107549
2025-04-22,ea8be008,Migori,Wholesale,Jaggery Blocks,90,146,126,771,188,1525,13140,59.23746514472369,90.64228545165989,0.6422854516598875
2025-04-22,231a6418,Migori,Retail,Liquid Jaggery,86,101,144,776,156,1943,8686,67.52215914501583,103.22343255859049,17.22343255859049
2025-04-22,8e0bc304,Siaya,Individual,Jaggery Blocks,33,95,165,819,187,998,3135,68.1219699581123,114.13136425539668,81.13136425539668
2025-04-23,ebdf4eec,Homa Bay,Individual,Jaggery Blocks,63,138,182,678,144,989,8694,83.98228389701431,125.10166093655249,62.10166093655249
2025-04-23,58dbce84,Migori,Wholesale,Jaggery Blocks,51,78,168,929,292,712,3978,83.74934240525177,96.51854743507704,45.51854743507704
2025-04-23,f48b62fb,Homa Bay,Wholesale,Jaggery Blocks,39,103,92,417,330,727,4017,29.362711904212258,40.0599337242941,1.0599337242940976
2025-04-23,f1cb7ea1,Homa Bay,Retail,Jaggery Paste,39,70,101,520,300,1189,2730,52.69005915133544,89.61822899196781,50.61822899196781
2025-04-23,e33fcc66,Migori,Retail,Jaggery Paste,92,78,155,460,443,571,7176,68.60131393278138,105.77119398575236,13.771193985752362
2025-04-23,309ef2f1,Kisumu,Retail,Jaggery Paste,84,119,192,989,370,1072,9996,78.67695947982195,122.04236901623732,38.042369016237316
2025-04-23,75501ec9,Kisumu,Retail,Jaggery Paste,20,123,115,693,468,1593,2460,68.55889869167436,81.54536447748332,61.54536447748332
2025-04-23,c7f0f9ca,Homa Bay,Retail,Jaggery Blocks,68,127,153,368,492,511,8636,71.38183159736809,110.11972284946474,42.119722849464736
2025-04-23,0c5ebd78,Homa Bay,Wholesale,Jaggery Paste,61,135,51,972,439,1704,8235,26.603661164003302,66.51339820110773,5.513398201107734
2025-04-23,b61280d7,Migori,Wholesale,Jaggery Paste,13,70,187,776,246,1711,910,105.8666753522974,147.98892406794457,134.98892406794457
2025-04-23,dee92905,Siaya,Retail,Liquid Jaggery,50,75,184,905,455,1864,3750,79.92648893946522,119.27136211098309,69.27136211098309
2025-04-23,3fc3adf4,Homa Bay,Individual,Jaggery Paste,94,94,137,976,267,1603,8836,58.18832428820269,102.34897763495415,8.348977634954153
2025-04-23,3a233de4,Migori,Retail,Jaggery Blocks,78,82,174,536,119,849,6396,69.1117181398672,86.24218939941812,8.242189399418123
2025-04-23,36d5e50a,Migori,Individual,Jaggery Blocks,89,83,150,742,157,1904,7387,74.57934713203225,89.81440047033973,0.8144004703397343
2025-04-24,8a185e53,Siaya,Wholesale,Jaggery Blocks,12,86,106,976,341,1554,1032,36.05359010344867,55.04982892552157,43.04982892552157
2025-04-24,49011154,Kisumu,Wholesale,Liquid Jaggery,88,80,164,501,426,1037,7040,56.289914981221926,76.84834914649676,0.0
2025-04-24,be6609a9,Migori,Wholesale,Jaggery Blocks,37,145,93,989,132,628,5365,48.31176110049316,83.56685855631032,46.56685855631032
2025-04-24,b71be358,Migori,Retail,Jaggery Blocks,22,121,161,573,255,584,2662,65.77349127883494,97.64067127438642,75.64067127438642
2025-04-25,69f66aec,Kisii,Individual,Jaggery Blocks,61,121,118,844,290,1126,7381,40.53415877474605,68.372050987569,7.372050987568997
2025-04-25,fb06690e,Migori,Wholesale,Jaggery Paste,33,124,91,842,238,1162,4092,30.07789862807773,53.623629485992254,20.623629485992254
2025-04-25,639dd5dc,Migori,Wholesale,Jaggery Blocks,32,126,142,378,392,1348,4032,51.07278654515954,62.28451560434456,30.284515604344563
2025-04-25,77a4b1da,Homa Bay,Retail,Jaggery Paste,86,103,194,974,400,1334,8858,108.78287795115621,143.40735602805057,57.40735602805057
2025-04-25,80a4c840,Migori,Retail,Liquid Jaggery,56,81,152,346,329,702,4536,67.05358337727834,84.23793293037046,28.237932930370462
2025-04-25,275f2a17,Homa Bay,Individual,Jaggery Paste,44,128,121,987,210,1299,5632,70.90567081540311,118.13217097408834,74.13217097408834
2025-04-25,278052e1,Kisumu,Individual,Jaggery Paste,69,109,175,588,385,806,7521,61.66912843640682,111.29040463975954,42.290404639759544
2025-04-25,4034a578,Kisumu,Individual,Jaggery Blocks,43,109,151,916,444,1039,4687,80.08889412878416,110.5408151036037,67.5408151036037
2025-04-25,1a3b2bab,Migori,Retail,Jaggery Blocks,34,149,93,748,310,1125,5066,36.24064161342587,77.7306537202004,43.730653720200394
2025-04-26,697d81fb,Kisii,Individual,Liquid Jaggery,10,141,123,770,287,1065,1410,48.17046906864243,78.49702068696942,68.49702068696942
2025-04-26,03d1b29f,Homa Bay,Wholesale,Jaggery Paste,26,111,148,640,106,1313,2886,61.54532278556565,76.53476731443281,50.53476731443281
2025-04-26,33483bbb,Migori,Retail,Jaggery Blocks,81,121,67,678,221,1905,9801,24.885512777423063,45.93025807516139,0.0
2025-04-26,499d5cbb,Siaya,Individual,Jaggery Blocks,13,126,146,795,364,554,1638,57.81072545804803,98.42402269542978,85.42402269542978
2025-04-26,e40f8e31,Migori,Wholesale,Jaggery Paste,67,95,76,744,370,527,6365,32.06247938827343,62.55092006068482,0.0
2025-04-27,2c901873,Homa Bay,Wholesale,Liquid Jaggery,27,140,71,521,241,1618,3780,39.26385173037762,61.459026026025896,34.459026026025896
2025-04-27,e94adc74,Migori,Wholesale,Jaggery Paste,52,75,152,926,386,1204,3900,88.56585760879717,107.37561270491159,55.37561270491159
2025-04-27,50474340,Homa Bay,Wholesale,Jaggery Paste,58,128,60,468,121,1852,7424,35.59361305884747,49.88566147367437,0.0
2025-04-27,6471b4b7,Kisii,Individual,Jaggery Paste,37,112,177,835,462,1876,4144,56.82326822916515,99.64312601547935,62.64312601547935
2025-04-27,b871dbbf,Kisumu,Retail,Liquid Jaggery,26,76,157,391,102,1353,1976,85.11963793163717,116.18041584096662,90.18041584096662
2025-04-27,7e4bda86,Kisumu,Wholesale,Jaggery Blocks,82,132,89,799,363,1040,10824,45.95758614183311,79.71253684854757,0.0
2025-04-27,291c283a,Homa Bay,Retail,Jaggery Blocks,49,85,147,759,376,785,4165,44.99436188685102,56.04970660707255,7.049706607072551
2025-04-27,9790d8c9,Kisumu,Individual,Liquid Jaggery,37,114,175,625,128,1861,4218,64.61354952182123,93.85275936367435,56.85275936367435
2025-04-27,868e81e2,Homa Bay,Individual,Liquid Jaggery,13,148,175,386,276,532,1924,69.11634341128756,109.23560810313222,96.23560810313222
2025-04-27,26c787dc,Migori,Retail,Liquid Jaggery,88,114,54,513,405,1956,10032,29.327903276102877,76.71986206304285,0.0
2025-04-28,e3d831b6,Kisumu,Individual,Jaggery Blocks,86,112,52,811,375,1920,9632,28.5821819759979,45.09884569606267,0.0
2025-04-28,bc37012b,Migori,Retail,Jaggery Paste,63,98,117,946,393,1209,6174,64.8142970656411,93.97405441121352,30.974054411213515
2025-04-28,80f10987,Homa Bay,Retail,Liquid Jaggery,92,121,113,464,177,927,11132,52.01097705342098,77.93123455357357,0.0
2025-04-28,2138d6f2,Migori,Retail,Liquid Jaggery,36,122,177,854,494,915,4392,97.66111340647869,108.4801967409666,72.4801967409666
